id,product_id,fact_type,fact_info
519,994,eros,"[{""calories"":386,""protein"":330,""fat"":113,""fiber"":191,""carbs"":75},{""calories"":151,""protein"":122,""fat"":181,""fiber"":9,""carbs"":301}]"
520,884,gravida,"[{""calories"":356,""protein"":147,""fat"":57,""fiber"":397,""carbs"":87},{""calories"":324,""protein"":78,""fat"":391,""fiber"":148,""carbs"":253},{""calories"":27,""protein"":92,""fat"":216,""fiber"":355,""carbs"":281},{""calories"":153,""protein"":138,""fat"":340,""fiber"":334,""carbs"":149},{""calories"":331,""protein"":363,""fat"":391,""fiber"":366,""carbs"":294}]"
521,733,consequat,"[{""calories"":267,""protein"":212,""fat"":310,""fiber"":63,""carbs"":236},{""calories"":164,""protein"":175,""fat"":250,""fiber"":7,""carbs"":345},{""calories"":283,""protein"":92,""fat"":370,""fiber"":41,""carbs"":345},{""calories"":246,""protein"":66,""fat"":235,""fiber"":65,""carbs"":356},{""calories"":307,""protein"":8,""fat"":188,""fiber"":8,""carbs"":338}]"
522,674,consequat,"[{""calories"":337,""protein"":90,""fat"":132,""fiber"":58,""carbs"":96},{""calories"":223,""protein"":391,""fat"":270,""fiber"":90,""carbs"":102},{""calories"":328,""protein"":295,""fat"":232,""fiber"":40,""carbs"":399},{""calories"":74,""protein"":141,""fat"":171,""fiber"":331,""carbs"":387},{""calories"":192,""protein"":354,""fat"":161,""fiber"":204,""carbs"":18}]"
523,695,mi,"[{""calories"":31,""protein"":385,""fat"":227,""fiber"":237,""carbs"":28},{""calories"":39,""protein"":27,""fat"":54,""fiber"":174,""carbs"":340},{""calories"":318,""protein"":238,""fat"":46,""fiber"":321,""carbs"":113},{""calories"":382,""protein"":262,""fat"":23,""fiber"":142,""carbs"":212}]"
524,562,aliquam,"[{""calories"":163,""protein"":25,""fat"":227,""fiber"":279,""carbs"":6},{""calories"":239,""protein"":202,""fat"":42,""fiber"":170,""carbs"":329},{""calories"":154,""protein"":351,""fat"":131,""fiber"":386,""carbs"":291},{""calories"":251,""protein"":351,""fat"":109,""fiber"":22,""carbs"":45},{""calories"":294,""protein"":289,""fat"":147,""fiber"":29,""carbs"":331}]"
525,50,felis,"[{""calories"":210,""protein"":352,""fat"":381,""fiber"":395,""carbs"":141},{""calories"":364,""protein"":203,""fat"":113,""fiber"":183,""carbs"":268},{""calories"":278,""protein"":174,""fat"":396,""fiber"":234,""carbs"":342}]"
526,525,ac,"[{""calories"":289,""protein"":251,""fat"":235,""fiber"":247,""carbs"":95},{""calories"":85,""protein"":86,""fat"":320,""fiber"":30,""carbs"":298},{""calories"":280,""protein"":231,""fat"":203,""fiber"":386,""carbs"":112}]"
527,936,sagittis,"[{""calories"":273,""protein"":27,""fat"":10,""fiber"":399,""carbs"":243},{""calories"":266,""protein"":343,""fat"":45,""fiber"":156,""carbs"":321},{""calories"":13,""protein"":28,""fat"":342,""fiber"":214,""carbs"":399},{""calories"":292,""protein"":95,""fat"":15,""fiber"":176,""carbs"":380}]"
528,552,dapibus,"[{""calories"":174,""protein"":364,""fat"":284,""fiber"":391,""carbs"":291},{""calories"":33,""protein"":217,""fat"":218,""fiber"":300,""carbs"":314}]"
529,278,ultrices,"[{""calories"":6,""protein"":288,""fat"":363,""fiber"":175,""carbs"":70},{""calories"":24,""protein"":100,""fat"":302,""fiber"":271,""carbs"":352},{""calories"":3,""protein"":211,""fat"":79,""fiber"":179,""carbs"":387},{""calories"":295,""protein"":338,""fat"":174,""fiber"":351,""carbs"":108}]"
530,113,tempor,"[{""calories"":300,""protein"":243,""fat"":30,""fiber"":263,""carbs"":319},{""calories"":232,""protein"":74,""fat"":355,""fiber"":204,""carbs"":174},{""calories"":279,""protein"":280,""fat"":391,""fiber"":195,""carbs"":21},{""calories"":238,""protein"":110,""fat"":377,""fiber"":345,""carbs"":164},{""calories"":306,""protein"":372,""fat"":112,""fiber"":263,""carbs"":165}]"
531,524,vel,"[{""calories"":9,""protein"":264,""fat"":339,""fiber"":273,""carbs"":251},{""calories"":373,""protein"":3,""fat"":291,""fiber"":127,""carbs"":200},{""calories"":276,""protein"":310,""fat"":331,""fiber"":305,""carbs"":125},{""calories"":181,""protein"":89,""fat"":235,""fiber"":359,""carbs"":44},{""calories"":164,""protein"":338,""fat"":372,""fiber"":95,""carbs"":94}]"
532,860,nam,[]
533,947,amet,"[{""calories"":257,""protein"":94,""fat"":153,""fiber"":268,""carbs"":161},{""calories"":365,""protein"":1,""fat"":213,""fiber"":123,""carbs"":72}]"
534,726,consequat,"[{""calories"":49,""protein"":70,""fat"":188,""fiber"":334,""carbs"":375},{""calories"":131,""protein"":139,""fat"":311,""fiber"":354,""carbs"":202},{""calories"":327,""protein"":339,""fat"":183,""fiber"":7,""carbs"":132}]"
535,337,faucibus,"[{""calories"":288,""protein"":22,""fat"":132,""fiber"":399,""carbs"":213}]"
536,81,augue,"[{""calories"":351,""protein"":4,""fat"":361,""fiber"":185,""carbs"":361},{""calories"":312,""protein"":358,""fat"":385,""fiber"":347,""carbs"":367},{""calories"":273,""protein"":128,""fat"":25,""fiber"":103,""carbs"":302}]"
537,898,orci,"[{""calories"":326,""protein"":224,""fat"":233,""fiber"":45,""carbs"":250},{""calories"":387,""protein"":347,""fat"":124,""fiber"":197,""carbs"":237}]"
538,328,massa,"[{""calories"":308,""protein"":337,""fat"":104,""fiber"":288,""carbs"":28},{""calories"":111,""protein"":205,""fat"":145,""fiber"":21,""carbs"":236},{""calories"":235,""protein"":351,""fat"":381,""fiber"":143,""carbs"":37},{""calories"":47,""protein"":16,""fat"":321,""fiber"":294,""carbs"":65},{""calories"":118,""protein"":13,""fat"":103,""fiber"":388,""carbs"":146}]"
539,63,vivamus,"[{""calories"":379,""protein"":389,""fat"":310,""fiber"":191,""carbs"":14},{""calories"":171,""protein"":177,""fat"":203,""fiber"":295,""carbs"":231},{""calories"":378,""protein"":36,""fat"":183,""fiber"":40,""carbs"":308},{""calories"":113,""protein"":112,""fat"":242,""fiber"":327,""carbs"":310}]"
540,829,vestibulum,"[{""calories"":86,""protein"":316,""fat"":84,""fiber"":364,""carbs"":255}]"
541,76,sed,"[{""calories"":200,""protein"":369,""fat"":6,""fiber"":353,""carbs"":305},{""calories"":123,""protein"":378,""fat"":283,""fiber"":213,""carbs"":239},{""calories"":161,""protein"":214,""fat"":302,""fiber"":210,""carbs"":359},{""calories"":292,""protein"":116,""fat"":364,""fiber"":292,""carbs"":93}]"
542,493,leo,[]
543,116,rhoncus,"[{""calories"":363,""protein"":362,""fat"":21,""fiber"":154,""carbs"":288},{""calories"":334,""protein"":276,""fat"":399,""fiber"":273,""carbs"":380},{""calories"":283,""protein"":1,""fat"":335,""fiber"":182,""carbs"":179},{""calories"":218,""protein"":81,""fat"":187,""fiber"":334,""carbs"":189},{""calories"":27,""protein"":23,""fat"":35,""fiber"":343,""carbs"":392}]"
544,833,odio,"[{""calories"":53,""protein"":229,""fat"":36,""fiber"":130,""carbs"":390},{""calories"":241,""protein"":77,""fat"":46,""fiber"":156,""carbs"":16},{""calories"":202,""protein"":52,""fat"":159,""fiber"":39,""carbs"":351}]"
545,377,ac,"[{""calories"":106,""protein"":227,""fat"":64,""fiber"":392,""carbs"":113},{""calories"":264,""protein"":10,""fat"":242,""fiber"":296,""carbs"":51},{""calories"":204,""protein"":266,""fat"":82,""fiber"":219,""carbs"":398},{""calories"":140,""protein"":225,""fat"":139,""fiber"":115,""carbs"":288},{""calories"":393,""protein"":137,""fat"":296,""fiber"":37,""carbs"":215}]"
546,3,ligula,"[{""calories"":213,""protein"":220,""fat"":31,""fiber"":112,""carbs"":14},{""calories"":270,""protein"":366,""fat"":354,""fiber"":253,""carbs"":399},{""calories"":261,""protein"":150,""fat"":86,""fiber"":52,""carbs"":328}]"
547,743,amet,"[{""calories"":115,""protein"":100,""fat"":20,""fiber"":41,""carbs"":239},{""calories"":148,""protein"":272,""fat"":121,""fiber"":328,""carbs"":90},{""calories"":70,""protein"":381,""fat"":193,""fiber"":22,""carbs"":320}]"
548,132,tincidunt,"[{""calories"":396,""protein"":25,""fat"":24,""fiber"":116,""carbs"":250},{""calories"":72,""protein"":168,""fat"":140,""fiber"":131,""carbs"":25}]"
549,566,placerat,"[{""calories"":391,""protein"":175,""fat"":66,""fiber"":320,""carbs"":35}]"
550,681,maecenas,"[{""calories"":33,""protein"":80,""fat"":378,""fiber"":223,""carbs"":118},{""calories"":124,""protein"":203,""fat"":275,""fiber"":394,""carbs"":320}]"
551,309,sed,"[{""calories"":387,""protein"":172,""fat"":128,""fiber"":204,""carbs"":231},{""calories"":214,""protein"":189,""fat"":5,""fiber"":286,""carbs"":143},{""calories"":57,""protein"":49,""fat"":112,""fiber"":279,""carbs"":34},{""calories"":82,""protein"":303,""fat"":182,""fiber"":104,""carbs"":380}]"
552,23,in,"[{""calories"":232,""protein"":95,""fat"":152,""fiber"":189,""carbs"":298},{""calories"":382,""protein"":281,""fat"":329,""fiber"":89,""carbs"":385},{""calories"":6,""protein"":32,""fat"":135,""fiber"":163,""carbs"":66}]"
553,391,vel,"[{""calories"":97,""protein"":377,""fat"":280,""fiber"":82,""carbs"":208}]"
554,54,ante,"[{""calories"":137,""protein"":342,""fat"":323,""fiber"":262,""carbs"":169},{""calories"":372,""protein"":314,""fat"":299,""fiber"":116,""carbs"":280},{""calories"":289,""protein"":300,""fat"":153,""fiber"":142,""carbs"":202},{""calories"":7,""protein"":71,""fat"":126,""fiber"":249,""carbs"":288},{""calories"":252,""protein"":10,""fat"":186,""fiber"":231,""carbs"":257}]"
555,826,nulla,[]
556,379,vulputate,"[{""calories"":369,""protein"":310,""fat"":313,""fiber"":185,""carbs"":275},{""calories"":366,""protein"":16,""fat"":245,""fiber"":123,""carbs"":162},{""calories"":208,""protein"":102,""fat"":299,""fiber"":298,""carbs"":316},{""calories"":384,""protein"":107,""fat"":309,""fiber"":229,""carbs"":388}]"
557,188,dolor,[]
558,975,tortor,[]
559,94,sed,"[{""calories"":271,""protein"":98,""fat"":326,""fiber"":139,""carbs"":113},{""calories"":386,""protein"":322,""fat"":98,""fiber"":357,""carbs"":148},{""calories"":141,""protein"":194,""fat"":88,""fiber"":362,""carbs"":55},{""calories"":171,""protein"":61,""fat"":233,""fiber"":14,""carbs"":85},{""calories"":249,""protein"":153,""fat"":129,""fiber"":81,""carbs"":213}]"
560,839,porttitor,"[{""calories"":39,""protein"":115,""fat"":239,""fiber"":194,""carbs"":268},{""calories"":303,""protein"":19,""fat"":194,""fiber"":328,""carbs"":84},{""calories"":71,""protein"":386,""fat"":376,""fiber"":10,""carbs"":314}]"
561,688,duis,"[{""calories"":84,""protein"":81,""fat"":337,""fiber"":276,""carbs"":165},{""calories"":110,""protein"":194,""fat"":244,""fiber"":378,""carbs"":4}]"
562,970,congue,"[{""calories"":346,""protein"":209,""fat"":381,""fiber"":203,""carbs"":70},{""calories"":116,""protein"":101,""fat"":364,""fiber"":261,""carbs"":255},{""calories"":201,""protein"":326,""fat"":111,""fiber"":261,""carbs"":243}]"
563,25,habitasse,"[{""calories"":361,""protein"":253,""fat"":230,""fiber"":385,""carbs"":388},{""calories"":204,""protein"":274,""fat"":330,""fiber"":105,""carbs"":170}]"
564,208,nibh,"[{""calories"":352,""protein"":12,""fat"":126,""fiber"":267,""carbs"":311}]"
565,56,vivamus,"[{""calories"":102,""protein"":187,""fat"":292,""fiber"":167,""carbs"":220},{""calories"":334,""protein"":21,""fat"":304,""fiber"":307,""carbs"":329},{""calories"":231,""protein"":101,""fat"":211,""fiber"":292,""carbs"":272},{""calories"":358,""protein"":167,""fat"":229,""fiber"":194,""carbs"":269},{""calories"":112,""protein"":83,""fat"":268,""fiber"":115,""carbs"":60}]"
566,668,ut,"[{""calories"":261,""protein"":305,""fat"":234,""fiber"":299,""carbs"":84},{""calories"":248,""protein"":297,""fat"":88,""fiber"":136,""carbs"":55}]"
567,531,leo,"[{""calories"":24,""protein"":232,""fat"":388,""fiber"":295,""carbs"":189},{""calories"":225,""protein"":96,""fat"":315,""fiber"":160,""carbs"":314},{""calories"":309,""protein"":83,""fat"":257,""fiber"":287,""carbs"":45},{""calories"":183,""protein"":60,""fat"":151,""fiber"":311,""carbs"":140}]"
568,334,tempus,"[{""calories"":291,""protein"":391,""fat"":354,""fiber"":321,""carbs"":360},{""calories"":357,""protein"":217,""fat"":340,""fiber"":361,""carbs"":278},{""calories"":159,""protein"":396,""fat"":214,""fiber"":273,""carbs"":195},{""calories"":299,""protein"":95,""fat"":295,""fiber"":305,""carbs"":166}]"
569,105,pellentesque,"[{""calories"":325,""protein"":78,""fat"":294,""fiber"":319,""carbs"":173}]"
570,487,diam,"[{""calories"":396,""protein"":28,""fat"":177,""fiber"":135,""carbs"":221},{""calories"":104,""protein"":52,""fat"":11,""fiber"":19,""carbs"":241}]"
571,159,sapien,"[{""calories"":272,""protein"":151,""fat"":162,""fiber"":371,""carbs"":80}]"
572,969,dui,"[{""calories"":68,""protein"":114,""fat"":198,""fiber"":130,""carbs"":60},{""calories"":355,""protein"":81,""fat"":53,""fiber"":83,""carbs"":387},{""calories"":77,""protein"":3,""fat"":17,""fiber"":55,""carbs"":298}]"
573,688,pede,"[{""calories"":381,""protein"":216,""fat"":275,""fiber"":230,""carbs"":154}]"
574,97,leo,"[{""calories"":255,""protein"":19,""fat"":362,""fiber"":293,""carbs"":104},{""calories"":389,""protein"":199,""fat"":282,""fiber"":190,""carbs"":139}]"
575,829,orci,"[{""calories"":221,""protein"":136,""fat"":302,""fiber"":33,""carbs"":240},{""calories"":165,""protein"":239,""fat"":291,""fiber"":35,""carbs"":233},{""calories"":318,""protein"":201,""fat"":209,""fiber"":327,""carbs"":62},{""calories"":340,""protein"":221,""fat"":385,""fiber"":109,""carbs"":10}]"
576,544,et,"[{""calories"":245,""protein"":360,""fat"":332,""fiber"":240,""carbs"":385},{""calories"":117,""protein"":260,""fat"":148,""fiber"":49,""carbs"":200},{""calories"":246,""protein"":56,""fat"":127,""fiber"":260,""carbs"":239},{""calories"":349,""protein"":318,""fat"":27,""fiber"":365,""carbs"":260}]"
577,548,fusce,"[{""calories"":92,""protein"":259,""fat"":214,""fiber"":296,""carbs"":240},{""calories"":300,""protein"":198,""fat"":45,""fiber"":116,""carbs"":218},{""calories"":266,""protein"":388,""fat"":216,""fiber"":271,""carbs"":369}]"
578,775,sagittis,"[{""calories"":374,""protein"":152,""fat"":350,""fiber"":57,""carbs"":175},{""calories"":12,""protein"":128,""fat"":177,""fiber"":109,""carbs"":325},{""calories"":273,""protein"":88,""fat"":253,""fiber"":76,""carbs"":186},{""calories"":214,""protein"":322,""fat"":22,""fiber"":379,""carbs"":65}]"
579,903,volutpat,[]
580,209,vestibulum,"[{""calories"":277,""protein"":122,""fat"":64,""fiber"":178,""carbs"":79},{""calories"":389,""protein"":270,""fat"":54,""fiber"":24,""carbs"":89},{""calories"":272,""protein"":339,""fat"":51,""fiber"":253,""carbs"":375},{""calories"":373,""protein"":237,""fat"":284,""fiber"":108,""carbs"":80},{""calories"":75,""protein"":385,""fat"":228,""fiber"":109,""carbs"":188}]"
581,592,ipsum,"[{""calories"":222,""protein"":268,""fat"":350,""fiber"":320,""carbs"":234},{""calories"":364,""protein"":363,""fat"":230,""fiber"":357,""carbs"":289},{""calories"":188,""protein"":115,""fat"":53,""fiber"":316,""carbs"":312}]"
582,482,nunc,"[{""calories"":320,""protein"":94,""fat"":354,""fiber"":79,""carbs"":29},{""calories"":77,""protein"":281,""fat"":244,""fiber"":146,""carbs"":3},{""calories"":270,""protein"":111,""fat"":119,""fiber"":275,""carbs"":258},{""calories"":220,""protein"":131,""fat"":181,""fiber"":231,""carbs"":360},{""calories"":179,""protein"":266,""fat"":334,""fiber"":169,""carbs"":313}]"
583,762,faucibus,"[{""calories"":198,""protein"":197,""fat"":236,""fiber"":212,""carbs"":370},{""calories"":307,""protein"":300,""fat"":281,""fiber"":213,""carbs"":368},{""calories"":203,""protein"":144,""fat"":259,""fiber"":235,""carbs"":362}]"
584,522,aenean,"[{""calories"":332,""protein"":26,""fat"":327,""fiber"":10,""carbs"":18},{""calories"":153,""protein"":21,""fat"":242,""fiber"":145,""carbs"":194}]"
585,109,proin,"[{""calories"":267,""protein"":354,""fat"":64,""fiber"":213,""carbs"":354},{""calories"":338,""protein"":210,""fat"":334,""fiber"":211,""carbs"":312}]"
586,392,mattis,"[{""calories"":330,""protein"":285,""fat"":313,""fiber"":35,""carbs"":205},{""calories"":126,""protein"":159,""fat"":113,""fiber"":160,""carbs"":96},{""calories"":191,""protein"":206,""fat"":23,""fiber"":287,""carbs"":157},{""calories"":38,""protein"":327,""fat"":104,""fiber"":320,""carbs"":375}]"
587,896,euismod,"[{""calories"":205,""protein"":379,""fat"":323,""fiber"":141,""carbs"":280},{""calories"":320,""protein"":95,""fat"":186,""fiber"":119,""carbs"":367}]"
588,17,auctor,"[{""calories"":74,""protein"":225,""fat"":130,""fiber"":384,""carbs"":273},{""calories"":239,""protein"":181,""fat"":48,""fiber"":174,""carbs"":100},{""calories"":82,""protein"":130,""fat"":135,""fiber"":42,""carbs"":219},{""calories"":112,""protein"":247,""fat"":318,""fiber"":298,""carbs"":358}]"
589,202,eros,[]
590,177,pede,"[{""calories"":251,""protein"":309,""fat"":356,""fiber"":222,""carbs"":174},{""calories"":82,""protein"":194,""fat"":66,""fiber"":243,""carbs"":355},{""calories"":343,""protein"":179,""fat"":306,""fiber"":392,""carbs"":240}]"
591,685,vehicula,"[{""calories"":340,""protein"":371,""fat"":73,""fiber"":338,""carbs"":276},{""calories"":390,""protein"":52,""fat"":356,""fiber"":273,""carbs"":118}]"
592,742,risus,"[{""calories"":102,""protein"":27,""fat"":135,""fiber"":182,""carbs"":233},{""calories"":231,""protein"":184,""fat"":57,""fiber"":67,""carbs"":50},{""calories"":176,""protein"":189,""fat"":192,""fiber"":348,""carbs"":269},{""calories"":68,""protein"":14,""fat"":265,""fiber"":17,""carbs"":25}]"
593,388,et,"[{""calories"":131,""protein"":334,""fat"":399,""fiber"":367,""carbs"":270},{""calories"":271,""protein"":34,""fat"":255,""fiber"":44,""carbs"":89},{""calories"":346,""protein"":149,""fat"":93,""fiber"":273,""carbs"":181},{""calories"":173,""protein"":346,""fat"":31,""fiber"":230,""carbs"":189}]"
594,370,volutpat,"[{""calories"":343,""protein"":243,""fat"":202,""fiber"":110,""carbs"":176},{""calories"":243,""protein"":310,""fat"":350,""fiber"":221,""carbs"":76},{""calories"":47,""protein"":283,""fat"":102,""fiber"":273,""carbs"":8}]"
595,802,leo,"[{""calories"":176,""protein"":312,""fat"":4,""fiber"":73,""carbs"":33},{""calories"":340,""protein"":352,""fat"":217,""fiber"":242,""carbs"":191},{""calories"":230,""protein"":202,""fat"":212,""fiber"":166,""carbs"":20},{""calories"":357,""protein"":297,""fat"":45,""fiber"":260,""carbs"":180},{""calories"":169,""protein"":372,""fat"":281,""fiber"":246,""carbs"":358}]"
596,447,rhoncus,"[{""calories"":327,""protein"":122,""fat"":335,""fiber"":335,""carbs"":52},{""calories"":252,""protein"":339,""fat"":307,""fiber"":231,""carbs"":221}]"
597,601,leo,"[{""calories"":59,""protein"":258,""fat"":311,""fiber"":49,""carbs"":59},{""calories"":369,""protein"":292,""fat"":26,""fiber"":241,""carbs"":305},{""calories"":264,""protein"":92,""fat"":333,""fiber"":83,""carbs"":46}]"
598,172,sit,"[{""calories"":308,""protein"":355,""fat"":34,""fiber"":183,""carbs"":291},{""calories"":291,""protein"":13,""fat"":219,""fiber"":308,""carbs"":191},{""calories"":43,""protein"":373,""fat"":211,""fiber"":30,""carbs"":306}]"
599,569,pede,"[{""calories"":213,""protein"":299,""fat"":344,""fiber"":381,""carbs"":122},{""calories"":207,""protein"":245,""fat"":253,""fiber"":342,""carbs"":191}]"
600,106,tempor,"[{""calories"":357,""protein"":373,""fat"":211,""fiber"":83,""carbs"":400},{""calories"":203,""protein"":300,""fat"":110,""fiber"":351,""carbs"":27},{""calories"":244,""protein"":347,""fat"":260,""fiber"":122,""carbs"":381},{""calories"":78,""protein"":97,""fat"":362,""fiber"":33,""carbs"":18}]"
601,672,varius,"[{""calories"":284,""protein"":171,""fat"":64,""fiber"":28,""carbs"":391},{""calories"":285,""protein"":351,""fat"":49,""fiber"":362,""carbs"":12},{""calories"":7,""protein"":391,""fat"":159,""fiber"":16,""carbs"":104}]"
602,659,tristique,"[{""calories"":383,""protein"":330,""fat"":2,""fiber"":351,""carbs"":78},{""calories"":247,""protein"":177,""fat"":340,""fiber"":217,""carbs"":63},{""calories"":395,""protein"":123,""fat"":63,""fiber"":346,""carbs"":187}]"
603,594,pede,"[{""calories"":5,""protein"":67,""fat"":232,""fiber"":24,""carbs"":30},{""calories"":65,""protein"":295,""fat"":105,""fiber"":165,""carbs"":97},{""calories"":289,""protein"":103,""fat"":156,""fiber"":336,""carbs"":383},{""calories"":220,""protein"":250,""fat"":108,""fiber"":57,""carbs"":354}]"
604,259,eu,"[{""calories"":301,""protein"":30,""fat"":310,""fiber"":185,""carbs"":266},{""calories"":36,""protein"":394,""fat"":110,""fiber"":77,""carbs"":267},{""calories"":197,""protein"":286,""fat"":226,""fiber"":266,""carbs"":1},{""calories"":281,""protein"":257,""fat"":113,""fiber"":65,""carbs"":371}]"
605,364,aliquam,[]
606,538,tincidunt,"[{""calories"":103,""protein"":13,""fat"":103,""fiber"":246,""carbs"":55},{""calories"":12,""protein"":333,""fat"":326,""fiber"":148,""carbs"":77}]"
607,28,mauris,"[{""calories"":313,""protein"":232,""fat"":318,""fiber"":174,""carbs"":185},{""calories"":219,""protein"":66,""fat"":247,""fiber"":191,""carbs"":333},{""calories"":200,""protein"":291,""fat"":306,""fiber"":370,""carbs"":398}]"
608,828,penatibus,"[{""calories"":197,""protein"":254,""fat"":6,""fiber"":398,""carbs"":127},{""calories"":224,""protein"":347,""fat"":33,""fiber"":56,""carbs"":128}]"
609,424,justo,"[{""calories"":3,""protein"":268,""fat"":72,""fiber"":333,""carbs"":46}]"
610,445,massa,"[{""calories"":245,""protein"":121,""fat"":210,""fiber"":302,""carbs"":90},{""calories"":82,""protein"":151,""fat"":75,""fiber"":237,""carbs"":207},{""calories"":169,""protein"":98,""fat"":365,""fiber"":142,""carbs"":12},{""calories"":134,""protein"":354,""fat"":36,""fiber"":256,""carbs"":357},{""calories"":351,""protein"":398,""fat"":98,""fiber"":154,""carbs"":52}]"
611,352,tempor,[]
612,611,lobortis,"[{""calories"":359,""protein"":304,""fat"":198,""fiber"":119,""carbs"":342},{""calories"":228,""protein"":80,""fat"":352,""fiber"":382,""carbs"":226},{""calories"":358,""protein"":227,""fat"":344,""fiber"":205,""carbs"":274}]"
613,833,donec,"[{""calories"":91,""protein"":118,""fat"":388,""fiber"":16,""carbs"":167},{""calories"":321,""protein"":347,""fat"":303,""fiber"":151,""carbs"":297},{""calories"":267,""protein"":78,""fat"":175,""fiber"":258,""carbs"":323},{""calories"":154,""protein"":63,""fat"":84,""fiber"":43,""carbs"":44}]"
614,410,consequat,"[{""calories"":214,""protein"":308,""fat"":17,""fiber"":137,""carbs"":297}]"
615,419,maecenas,"[{""calories"":176,""protein"":68,""fat"":196,""fiber"":77,""carbs"":203},{""calories"":296,""protein"":138,""fat"":102,""fiber"":178,""carbs"":155},{""calories"":399,""protein"":246,""fat"":31,""fiber"":388,""carbs"":62},{""calories"":259,""protein"":104,""fat"":279,""fiber"":38,""carbs"":160},{""calories"":83,""protein"":150,""fat"":356,""fiber"":200,""carbs"":224}]"
616,900,a,[]
617,361,volutpat,"[{""calories"":99,""protein"":237,""fat"":253,""fiber"":141,""carbs"":42}]"
618,698,elit,"[{""calories"":245,""protein"":91,""fat"":170,""fiber"":216,""carbs"":215},{""calories"":49,""protein"":19,""fat"":366,""fiber"":313,""carbs"":178},{""calories"":388,""protein"":236,""fat"":124,""fiber"":104,""carbs"":134},{""calories"":200,""protein"":372,""fat"":2,""fiber"":199,""carbs"":254}]"
619,849,primis,"[{""calories"":139,""protein"":331,""fat"":362,""fiber"":289,""carbs"":21},{""calories"":294,""protein"":150,""fat"":278,""fiber"":147,""carbs"":329}]"
620,831,vel,"[{""calories"":346,""protein"":199,""fat"":328,""fiber"":283,""carbs"":36},{""calories"":147,""protein"":301,""fat"":369,""fiber"":161,""carbs"":170}]"
621,534,quam,"[{""calories"":117,""protein"":367,""fat"":216,""fiber"":394,""carbs"":254},{""calories"":312,""protein"":247,""fat"":369,""fiber"":345,""carbs"":118}]"
622,169,lacus,"[{""calories"":318,""protein"":47,""fat"":10,""fiber"":297,""carbs"":157},{""calories"":48,""protein"":305,""fat"":34,""fiber"":204,""carbs"":104},{""calories"":214,""protein"":288,""fat"":6,""fiber"":271,""carbs"":112}]"
623,399,at,"[{""calories"":294,""protein"":335,""fat"":256,""fiber"":191,""carbs"":128},{""calories"":180,""protein"":23,""fat"":208,""fiber"":75,""carbs"":296},{""calories"":340,""protein"":277,""fat"":223,""fiber"":194,""carbs"":250}]"
624,751,sit,"[{""calories"":43,""protein"":20,""fat"":214,""fiber"":109,""carbs"":326},{""calories"":10,""protein"":126,""fat"":285,""fiber"":144,""carbs"":304},{""calories"":27,""protein"":277,""fat"":254,""fiber"":96,""carbs"":137},{""calories"":322,""protein"":39,""fat"":187,""fiber"":295,""carbs"":93},{""calories"":273,""protein"":170,""fat"":10,""fiber"":246,""carbs"":362}]"
625,32,enim,"[{""calories"":227,""protein"":212,""fat"":276,""fiber"":112,""carbs"":32},{""calories"":310,""protein"":88,""fat"":140,""fiber"":242,""carbs"":350},{""calories"":376,""protein"":87,""fat"":28,""fiber"":66,""carbs"":137},{""calories"":289,""protein"":115,""fat"":355,""fiber"":121,""carbs"":24}]"
626,187,id,"[{""calories"":366,""protein"":273,""fat"":200,""fiber"":371,""carbs"":3}]"
627,795,sit,"[{""calories"":285,""protein"":21,""fat"":354,""fiber"":302,""carbs"":92},{""calories"":124,""protein"":361,""fat"":213,""fiber"":295,""carbs"":210},{""calories"":36,""protein"":208,""fat"":192,""fiber"":301,""carbs"":263},{""calories"":232,""protein"":161,""fat"":334,""fiber"":367,""carbs"":31}]"
628,488,vivamus,"[{""calories"":338,""protein"":1,""fat"":361,""fiber"":97,""carbs"":126},{""calories"":168,""protein"":279,""fat"":359,""fiber"":278,""carbs"":382},{""calories"":36,""protein"":378,""fat"":25,""fiber"":338,""carbs"":13},{""calories"":66,""protein"":61,""fat"":345,""fiber"":41,""carbs"":11}]"
629,97,rutrum,"[{""calories"":46,""protein"":36,""fat"":400,""fiber"":73,""carbs"":292}]"
630,406,convallis,"[{""calories"":121,""protein"":207,""fat"":220,""fiber"":4,""carbs"":396},{""calories"":10,""protein"":27,""fat"":311,""fiber"":381,""carbs"":62},{""calories"":211,""protein"":272,""fat"":245,""fiber"":61,""carbs"":394},{""calories"":316,""protein"":215,""fat"":59,""fiber"":267,""carbs"":2}]"
631,855,nam,[]
632,919,ut,"[{""calories"":86,""protein"":182,""fat"":130,""fiber"":232,""carbs"":386},{""calories"":385,""protein"":325,""fat"":170,""fiber"":80,""carbs"":44}]"
633,494,sapien,"[{""calories"":196,""protein"":388,""fat"":28,""fiber"":228,""carbs"":195},{""calories"":333,""protein"":208,""fat"":40,""fiber"":148,""carbs"":94},{""calories"":42,""protein"":254,""fat"":34,""fiber"":60,""carbs"":238}]"
634,640,sapien,"[{""calories"":222,""protein"":63,""fat"":35,""fiber"":70,""carbs"":119},{""calories"":196,""protein"":337,""fat"":319,""fiber"":303,""carbs"":341},{""calories"":242,""protein"":99,""fat"":367,""fiber"":62,""carbs"":242},{""calories"":368,""protein"":13,""fat"":159,""fiber"":21,""carbs"":182},{""calories"":96,""protein"":49,""fat"":350,""fiber"":391,""carbs"":254}]"
